V1	V2	V3	V4	V5	V6
H2_Rhizo_31_scaffold_10566_2	H2_Rhizo_31_scaffold_10566_2	K04751	1127	1468	-1
H2_Rhizo_32_scaffold_33342_1	H2_Rhizo_32_scaffold_33342_1	K04751	3	344	1
H4_Rhizo_45_scaffold_15300_2	H4_Rhizo_45_scaffold_15300_2	K04751	1021	1362	-1
H3_Bulk_Litter_17_scaffold_7593_2	H3_Bulk_Litter_17_scaffold_7593_2	K04751	1576	1914	-1
H3_Bulk_Litter_17_scaffold_8302_2	H3_Bulk_Litter_17_scaffold_8302_2	K04751	418	756	-1
H1_Rhizo_27_scaffold_5176_3	H1_Rhizo_27_scaffold_5176_3	K04751	1515	1859	1
H1_Rhizo_Litter_1_scaffold_3793_3	H1_Rhizo_Litter_1_scaffold_3793_3	K04751	1560	1904	1
H2_Rhizo_32_scaffold_1561_6	H2_Rhizo_32_scaffold_1561_6	K04751	2533	2877	1
H2_Rhizo_Litter_49_scaffold_6835_1	H2_Rhizo_Litter_49_scaffold_6835_1	K04751	31	375	-1
H2_Rhizo_Litter_8_scaffold_1157_5	H2_Rhizo_Litter_8_scaffold_1157_5	K04751	2540	2884	1
H3_Bulk_40_scaffold_262_5	H3_Bulk_40_scaffold_262_5	K04751	2529	2873	1
H3_Bulk_41_scaffold_2633_1	H3_Bulk_41_scaffold_2633_1	K04751	49	393	-1
H3_Bulk_42_scaffold_848_5	H3_Bulk_42_scaffold_848_5	K04751	2261	2605	1
H3_Rhizo_Litter_13_scaffold_2503_3	H3_Rhizo_Litter_13_scaffold_2503_3	K04751	1570	1914	1
H3_Rhizo_Litter_14_scaffold_4231_4	H3_Rhizo_Litter_14_scaffold_4231_4	K04751	1700	2044	1
H4_Rhizo_Litter_21_scaffold_6370_2	H4_Rhizo_Litter_21_scaffold_6370_2	K04751	812	1150	-1
H3_Bulk_Litter_17_scaffold_9506_2	H3_Bulk_Litter_17_scaffold_9506_2	K04751	1408	1773	-1
H3_Bulk_Litter_17_scaffold_31107_1	H3_Bulk_Litter_17_scaffold_31107_1	K04751	1	474	1
H4_Rhizo_43_scaffold_30968_1	H4_Rhizo_43_scaffold_30968_1	K04751	1	354	1
H4_Rhizo_Litter_20_scaffold_11133_2	H4_Rhizo_Litter_20_scaffold_11133_2	K04751	353	691	1
H4_Rhizo_Litter_21_scaffold_29222_2	H4_Rhizo_Litter_21_scaffold_29222_2	K04751	421	759	-1
H1_Rhizo_25_scaffold_5532_1	H1_Rhizo_25_scaffold_5532_1	K04751	19	357	-1
H1_Rhizo_26_FD_scaffold_18727_1	H1_Rhizo_26_FD_scaffold_18727_1	K04751	19	357	-1
H1_Rhizo_Litter_1_scaffold_3674_1	H1_Rhizo_Litter_1_scaffold_3674_1	K04751	19	357	-1
H1_Bulk_28_FD_scaffold_1558_1	H1_Bulk_28_FD_scaffold_1558_1	K04751	55	393	1
H1_Bulk_30_scaffold_7614_2	H1_Bulk_30_scaffold_7614_2	K04751	293	631	1
H1_Bulk_Litter_4_scaffold_3456_2	H1_Bulk_Litter_4_scaffold_3456_2	K04751	1483	1821	-1
H1_Bulk_Litter_6_scaffold_14610_1	H1_Bulk_Litter_6_scaffold_14610_1	K04751	11	349	1
H1_Rhizo_Litter_3_15853_1	H1_Rhizo_Litter_3_15853_1	K04751	11	349	1
H2_Bulk_34_4535_2	H2_Bulk_34_4535_2	K04751	200	538	1
H2_Bulk_Litter_11_6081_1	H2_Bulk_Litter_11_6081_1	K04751	85	423	1
H2_Bulk_Litter_12_scaffold_6059_1	H2_Bulk_Litter_12_scaffold_6059_1	K04751	36	374	1
H2_Bulk_Litter_50_scaffold_6061_1	H2_Bulk_Litter_50_scaffold_6061_1	K04751	36	374	1
H2_Rhizo_31_scaffold_4099_1	H2_Rhizo_31_scaffold_4099_1	K04751	137	475	1
H2_Rhizo_Litter_7_scaffold_7940_1	H2_Rhizo_Litter_7_scaffold_7940_1	K04751	61	399	1
H3_Rhizo_Litter_14_scaffold_29217_1	H3_Rhizo_Litter_14_scaffold_29217_1	K04751	92	430	1
H3_Rhizo_Litter_15_scaffold_7031_1	H3_Rhizo_Litter_15_scaffold_7031_1	K04751	2	340	1
H4_Bulk_46_scaffold_12197_1	H4_Bulk_46_scaffold_12197_1	K04751	58	396	1
H4_Bulk_Litter_23_scaffold_21112_2	H4_Bulk_Litter_23_scaffold_21112_2	K04751	754	1092	-1
H4_Rhizo_45_scaffold_3187_2	H4_Rhizo_45_scaffold_3187_2	K04751	158	496	1
H4_Rhizo_Litter_19_scaffold_9268_1	H4_Rhizo_Litter_19_scaffold_9268_1	K04751	2	340	1
H1_Rhizo_Litter_3_7170_1	H1_Rhizo_Litter_3_7170_1	K04751	22	360	-1
H2_Rhizo_32_scaffold_5592_2	H2_Rhizo_32_scaffold_5592_2	K04751	1563	1889	-1
H4_Bulk_46_scaffold_8955_1	H4_Bulk_46_scaffold_8955_1	K04751	2	328	1
H4_Bulk_48_scaffold_3931_1	H4_Bulk_48_scaffold_3931_1	K04751	2	328	1
H4_Bulk_Litter_22_scaffold_26408_1	H4_Bulk_Litter_22_scaffold_26408_1	K04751	2	328	1
H4_Bulk_Litter_24_scaffold_92618_2	H4_Bulk_Litter_24_scaffold_92618_2	K04751	1014	1340	-1
H1_Rhizo_26_FD_scaffold_4257_1	H1_Rhizo_26_FD_scaffold_4257_1	K04751	3	359	1
H1_Rhizo_27_scaffold_4333_2	H1_Rhizo_27_scaffold_4333_2	K04751	1636	1995	-1
H1_Rhizo_27_scaffold_10496_2	H1_Rhizo_27_scaffold_10496_2	K04751	481	819	-1
H2_Bulk_35_scaffold_12072_2	H2_Bulk_35_scaffold_12072_2	K04751	947	1321	-1
H2_Bulk_36_scaffold_1894_1	H2_Bulk_36_scaffold_1894_1	K04751	1	375	1
H1_Rhizo_Litter_3_23435_2	H1_Rhizo_Litter_3_23435_2	K04751	790	1128	-1
H2_Rhizo_32_scaffold_5571_1	H2_Rhizo_32_scaffold_5571_1	K04751	1	384	1
H1_Rhizo_26_FD_scaffold_13837_1	H1_Rhizo_26_FD_scaffold_13837_1	K04751	62	400	1
H2_Rhizo_Litter_49_scaffold_9564_2	H2_Rhizo_Litter_49_scaffold_9564_2	K04751	1039	1377	1
H1_Rhizo_25_scaffold_30960_2	H1_Rhizo_25_scaffold_30960_2	K04751	625	963	-1
H1_Rhizo_25_scaffold_11235_1	H1_Rhizo_25_scaffold_11235_1	K04751	1	402	1
H1_Bulk_Litter_5_scaffold_11417_1	H1_Bulk_Litter_5_scaffold_11417_1	K04751	2	406	1
H2_Rhizo_Litter_49_scaffold_50522_1	H2_Rhizo_Litter_49_scaffold_50522_1	K04751	3	425	1
H3_Rhizo_Litter_14_scaffold_2070_2	H3_Rhizo_Litter_14_scaffold_2070_2	K04751	1830	2168	-1
H1_Bulk_Litter_5_scaffold_5167_2	H1_Bulk_Litter_5_scaffold_5167_2	K04751	1697	2035	-1
H1_Rhizo_25_scaffold_27754_2	H1_Rhizo_25_scaffold_27754_2	K04751	674	1012	-1
H2_Bulk_Litter_10_scaffold_2913_2	H2_Bulk_Litter_10_scaffold_2913_2	K04751	1623	1961	-1
H2_Rhizo_32_scaffold_30736_2	H2_Rhizo_32_scaffold_30736_2	K04751	677	1015	-1
H2_Rhizo_Litter_49_scaffold_17711_2	H2_Rhizo_Litter_49_scaffold_17711_2	K04751	1432	1770	-1
H1_Bulk_Litter_5_scaffold_19906_2	H1_Bulk_Litter_5_scaffold_19906_2	K04751	910	1248	-1
H1_Bulk_Litter_5_scaffold_23470_1	H1_Bulk_Litter_5_scaffold_23470_1	K04751	96	434	1
H1_Bulk_Litter_6_scaffold_8425_1	H1_Bulk_Litter_6_scaffold_8425_1	K04751	293	631	-1
H1_Rhizo_Litter_1_scaffold_6526_2	H1_Rhizo_Litter_1_scaffold_6526_2	K04751	845	1183	1
H2_Bulk_Litter_11_23165_2	H2_Bulk_Litter_11_23165_2	K04751	576	914	1
H2_Bulk_Litter_12_scaffold_29191_1	H2_Bulk_Litter_12_scaffold_29191_1	K04751	97	435	1
H2_Bulk_Litter_50_scaffold_29198_1	H2_Bulk_Litter_50_scaffold_29198_1	K04751	97	435	1
H3_Bulk_Litter_16_7680_1	H3_Bulk_Litter_16_7680_1	K04751	1	444	1
H2_Rhizo_31_scaffold_13899_2	H2_Rhizo_31_scaffold_13899_2	K04751	818	1156	1
H1_Bulk_Litter_4_scaffold_7685_2	H1_Bulk_Litter_4_scaffold_7685_2	K04751	1077	1427	-1
H1_Rhizo_26_FD_scaffold_29194_1	H1_Rhizo_26_FD_scaffold_29194_1	K04751	3	443	1
H3_Bulk_42_scaffold_10854_2	H3_Bulk_42_scaffold_10854_2	K04751	984	1319	-1
H1_Bulk_Litter_4_scaffold_668_1	H1_Bulk_Litter_4_scaffold_668_1	K04751	110	448	1
H1_Bulk_Litter_6_scaffold_3278_1	H1_Bulk_Litter_6_scaffold_3278_1	K04751	208	546	1
H1_Rhizo_Litter_1_scaffold_6412_1	H1_Rhizo_Litter_1_scaffold_6412_1	K04751	98	436	1
H2_Bulk_Litter_12_scaffold_2442_1	H2_Bulk_Litter_12_scaffold_2442_1	K04751	238	576	1
H2_Bulk_Litter_50_scaffold_2449_1	H2_Bulk_Litter_50_scaffold_2449_1	K04751	238	576	1
H2_Rhizo_32_scaffold_20687_2	H2_Rhizo_32_scaffold_20687_2	K04751	765	1103	1
H1_Rhizo_26_FD_scaffold_6090_2	H1_Rhizo_26_FD_scaffold_6090_2	K04751	778	1116	1
H1_Rhizo_25_scaffold_27919_1	H1_Rhizo_25_scaffold_27919_1	K04751	127	465	-1
H1_Rhizo_26_FD_scaffold_3087_1	H1_Rhizo_26_FD_scaffold_3087_1	K04751	2	340	1
H1_Rhizo_27_scaffold_141_4	H1_Rhizo_27_scaffold_141_4	K04751	3681	4019	1
H1_Rhizo_Litter_3_32172_1	H1_Rhizo_Litter_3_32172_1	K04751	222	560	-1
H2_Rhizo_31_scaffold_9976_1	H2_Rhizo_31_scaffold_9976_1	K04751	259	597	-1
H2_Rhizo_32_scaffold_402_3	H2_Rhizo_32_scaffold_402_3	K04751	2096	2434	1
H2_Rhizo_33_scaffold_2121_2	H2_Rhizo_33_scaffold_2121_2	K04751	2026	2364	1
H2_Rhizo_Litter_49_scaffold_2352_3	H2_Rhizo_Litter_49_scaffold_2352_3	K04751	1948	2286	-1
H2_Rhizo_Litter_7_scaffold_549_3	H2_Rhizo_Litter_7_scaffold_549_3	K04751	1943	2281	1
H1_Rhizo_25_scaffold_1088_3	H1_Rhizo_25_scaffold_1088_3	K04751	3073	3492	-1
H2_Bulk_Litter_11_5938_2	H2_Bulk_Litter_11_5938_2	K04751	634	972	1
H3_Bulk_40_scaffold_1168_2	H3_Bulk_40_scaffold_1168_2	K04751	869	1207	-1
H1_Bulk_Litter_6_scaffold_8197_1	H1_Bulk_Litter_6_scaffold_8197_1	K04751	2	412	1
H1_Rhizo_Litter_1_scaffold_17971_2	H1_Rhizo_Litter_1_scaffold_17971_2	K04751	767	1105	1
H1_Rhizo_Litter_3_18975_2	H1_Rhizo_Litter_3_18975_2	K04751	844	1182	1
H2_Rhizo_31_scaffold_15539_2	H2_Rhizo_31_scaffold_15539_2	K04751	840	1178	1
H2_Rhizo_33_scaffold_19197_2	H2_Rhizo_33_scaffold_19197_2	K04751	839	1177	1
H2_Rhizo_Litter_49_scaffold_45726_2	H2_Rhizo_Litter_49_scaffold_45726_2	K04751	840	1178	1
H2_Rhizo_Litter_8_scaffold_13572_2	H2_Rhizo_Litter_8_scaffold_13572_2	K04751	845	1183	1
H1_Rhizo_Litter_3_27429_1	H1_Rhizo_Litter_3_27429_1	K04751	195	533	1
H2_Bulk_Litter_12_scaffold_5351_2	H2_Bulk_Litter_12_scaffold_5351_2	K04751	1550	1921	-1
H2_Bulk_Litter_50_scaffold_5350_2	H2_Bulk_Litter_50_scaffold_5350_2	K04751	1550	1921	-1
H4_Rhizo_Litter_21_scaffold_17878_1	H4_Rhizo_Litter_21_scaffold_17878_1	K04751	14	352	1
H2_Rhizo_33_scaffold_20879_2	H2_Rhizo_33_scaffold_20879_2	K04751	820	1158	1
H2_Rhizo_Litter_49_scaffold_44728_2	H2_Rhizo_Litter_49_scaffold_44728_2	K04751	818	1156	1
H3_Rhizo_37_scaffold_6402_2	H3_Rhizo_37_scaffold_6402_2	K04751	748	1086	1
H1_Rhizo_25_scaffold_16160_2	H1_Rhizo_25_scaffold_16160_2	K04751	849	1187	1
H1_Rhizo_27_scaffold_1519_2	H1_Rhizo_27_scaffold_1519_2	K04751	869	1207	1
H2_Rhizo_31_scaffold_1626_2	H2_Rhizo_31_scaffold_1626_2	K04751	908	1246	1
H2_Rhizo_32_scaffold_13347_2	H2_Rhizo_32_scaffold_13347_2	K04751	877	1215	1
H2_Rhizo_33_scaffold_1464_3	H2_Rhizo_33_scaffold_1464_3	K04751	1128	1466	1
H2_Rhizo_Litter_49_scaffold_7975_2	H2_Rhizo_Litter_49_scaffold_7975_2	K04751	873	1211	1
H3_Rhizo_Litter_13_scaffold_8554_2	H3_Rhizo_Litter_13_scaffold_8554_2	K04751	872	1210	1
H3_Rhizo_Litter_14_scaffold_3367_2	H3_Rhizo_Litter_14_scaffold_3367_2	K04751	991	1329	1
H4_Rhizo_43_scaffold_9331_2	H4_Rhizo_43_scaffold_9331_2	K04751	1034	1372	1
H4_Rhizo_44_scaffold_19246_2	H4_Rhizo_44_scaffold_19246_2	K04751	561	899	1
H4_Rhizo_Litter_19_scaffold_8989_2	H4_Rhizo_Litter_19_scaffold_8989_2	K04751	1048	1386	1
H4_Rhizo_Litter_21_scaffold_8097_2	H4_Rhizo_Litter_21_scaffold_8097_2	K04751	426	764	-1
H1_Bulk_Litter_4_scaffold_252_2	H1_Bulk_Litter_4_scaffold_252_2	K04751	2304	2642	-1
H1_Bulk_Litter_5_scaffold_167_2	H1_Bulk_Litter_5_scaffold_167_2	K04751	2373	2711	-1
H1_Bulk_Litter_6_scaffold_299_2	H1_Bulk_Litter_6_scaffold_299_2	K04751	2303	2641	-1
H1_Rhizo_Litter_1_scaffold_298_2	H1_Rhizo_Litter_1_scaffold_298_2	K04751	1518	1856	1
H1_Rhizo_Litter_3_321_2	H1_Rhizo_Litter_3_321_2	K04751	2304	2642	-1
H2_Bulk_Litter_10_scaffold_6_7	H2_Bulk_Litter_10_scaffold_6_7	K04751	8556	8894	-1
H2_Bulk_Litter_11_323_2	H2_Bulk_Litter_11_323_2	K04751	2293	2631	-1
H2_Bulk_Litter_12_scaffold_541_2	H2_Bulk_Litter_12_scaffold_541_2	K04751	2293	2631	-1
H2_Bulk_Litter_50_scaffold_542_2	H2_Bulk_Litter_50_scaffold_542_2	K04751	2293	2631	-1
H2_Rhizo_Litter_49_scaffold_40_4	H2_Rhizo_Litter_49_scaffold_40_4	K04751	3042	3380	1
H2_Rhizo_Litter_7_scaffold_754_2	H2_Rhizo_Litter_7_scaffold_754_2	K04751	2304	2642	-1
H2_Rhizo_Litter_8_scaffold_367_2	H2_Rhizo_Litter_8_scaffold_367_2	K04751	2410	2748	-1
H3_Bulk_Litter_16_297_2	H3_Bulk_Litter_16_297_2	K04751	2294	2632	-1
H3_Bulk_Litter_17_scaffold_35_8	H3_Bulk_Litter_17_scaffold_35_8	K04751	8583	8921	-1
H3_Rhizo_Litter_13_scaffold_414_2	H3_Rhizo_Litter_13_scaffold_414_2	K04751	1339	1677	-1
H3_Rhizo_Litter_14_scaffold_517_2	H3_Rhizo_Litter_14_scaffold_517_2	K04751	2329	2667	-1
H3_Rhizo_Litter_15_scaffold_178_2	H3_Rhizo_Litter_15_scaffold_178_2	K04751	2303	2641	-1
H4_Bulk_Litter_24_scaffold_3651_2	H4_Bulk_Litter_24_scaffold_3651_2	K04751	924	1262	-1
H4_Rhizo_Litter_21_scaffold_436_2	H4_Rhizo_Litter_21_scaffold_436_2	K04751	2319	2657	-1
H4_Bulk_Litter_22_scaffold_32418_2	H4_Bulk_Litter_22_scaffold_32418_2	K04751	596	1054	-1
H1_Rhizo_27_scaffold_4337_4	H1_Rhizo_27_scaffold_4337_4	K04751	1474	1812	1
H1_Rhizo_25_scaffold_7394_2	H1_Rhizo_25_scaffold_7394_2	K04751	1422	1751	1
H2_Rhizo_Litter_8_scaffold_24719_2	H2_Rhizo_Litter_8_scaffold_24719_2	K04751	547	885	1
H1_Rhizo_Litter_3_21102_1	H1_Rhizo_Litter_3_21102_1	K04751	62	400	-1
H2_Rhizo_Litter_49_scaffold_50364_1	H2_Rhizo_Litter_49_scaffold_50364_1	K04751	57	395	-1
H2_Rhizo_Litter_8_scaffold_11916_2	H2_Rhizo_Litter_8_scaffold_11916_2	K04751	832	1170	1
H3_Rhizo_Litter_13_scaffold_13663_2	H3_Rhizo_Litter_13_scaffold_13663_2	K04751	574	912	1
H3_Rhizo_Litter_14_scaffold_1663_2	H3_Rhizo_Litter_14_scaffold_1663_2	K04751	788	1126	1
H1_Rhizo_26_FD_scaffold_3023_4	H1_Rhizo_26_FD_scaffold_3023_4	K04751	1852	2190	-1
H2_Rhizo_31_scaffold_17188_2	H2_Rhizo_31_scaffold_17188_2	K04751	832	1170	1
H1_Rhizo_27_scaffold_17481_1	H1_Rhizo_27_scaffold_17481_1	K04751	1	384	1
H2_Rhizo_33_scaffold_21479_2	H2_Rhizo_33_scaffold_21479_2	K04751	121	459	-1
H1_Bulk_Litter_5_scaffold_25355_2	H1_Bulk_Litter_5_scaffold_25355_2	K04751	578	916	1
H1_Rhizo_27_scaffold_26274_2	H1_Rhizo_27_scaffold_26274_2	K04751	559	897	1
H2_Bulk_34_13993_2	H2_Bulk_34_13993_2	K04751	254	592	1
H2_Rhizo_Litter_49_scaffold_29039_2	H2_Rhizo_Litter_49_scaffold_29039_2	K04751	157	495	-1
H3_Rhizo_Litter_13_scaffold_4586_2	H3_Rhizo_Litter_13_scaffold_4586_2	K04751	159	497	-1
H3_Rhizo_Litter_14_scaffold_28088_2	H3_Rhizo_Litter_14_scaffold_28088_2	K04751	632	970	1
H4_Rhizo_43_scaffold_13970_2	H4_Rhizo_43_scaffold_13970_2	K04751	153	491	-1
H4_Rhizo_Litter_20_scaffold_997_2	H4_Rhizo_Litter_20_scaffold_997_2	K04751	852	1190	1
H4_Bulk_Litter_22_scaffold_3554_2	H4_Bulk_Litter_22_scaffold_3554_2	K04751	408	746	-1
H4_Bulk_Litter_24_scaffold_2588_2	H4_Bulk_Litter_24_scaffold_2588_2	K04751	617	955	-1
H4_Rhizo_Litter_21_scaffold_5031_1	H4_Rhizo_Litter_21_scaffold_5031_1	K04751	169	507	-1
H1_Rhizo_25_scaffold_1589_3	H1_Rhizo_25_scaffold_1589_3	K04751	3099	3437	-1
H1_Rhizo_26_FD_scaffold_721_2	H1_Rhizo_26_FD_scaffold_721_2	K04751	1577	1915	-1
H1_Rhizo_27_scaffold_174_3	H1_Rhizo_27_scaffold_174_3	K04751	3226	3564	-1
H1_Rhizo_Litter_1_scaffold_1235_2	H1_Rhizo_Litter_1_scaffold_1235_2	K04751	1611	1949	-1
H1_Rhizo_Litter_3_520_3	H1_Rhizo_Litter_3_520_3	K04751	3093	3431	-1
H2_Rhizo_31_scaffold_511_2	H2_Rhizo_31_scaffold_511_2	K04751	1561	1899	-1
H2_Rhizo_32_scaffold_261_2	H2_Rhizo_32_scaffold_261_2	K04751	1643	1981	-1
H2_Rhizo_33_scaffold_260_2	H2_Rhizo_33_scaffold_260_2	K04751	1604	1942	-1
H2_Rhizo_Litter_49_scaffold_879_4	H2_Rhizo_Litter_49_scaffold_879_4	K04751	2559	2897	1
H2_Rhizo_Litter_7_scaffold_336_2	H2_Rhizo_Litter_7_scaffold_336_2	K04751	1607	1945	-1
H3_Rhizo_37_scaffold_404_2	H3_Rhizo_37_scaffold_404_2	K04751	1598	1936	-1
H4_Rhizo_44_scaffold_985_2	H4_Rhizo_44_scaffold_985_2	K04751	1605	1943	-1
H4_Rhizo_45_scaffold_33399_2	H4_Rhizo_45_scaffold_33399_2	K04751	150	488	-1
H4_Rhizo_Litter_20_scaffold_999_2	H4_Rhizo_Litter_20_scaffold_999_2	K04751	1584	1922	-1
H4_Rhizo_Litter_21_scaffold_14720_2	H4_Rhizo_Litter_21_scaffold_14720_2	K04751	313	651	-1
H4_Bulk_Litter_24_scaffold_5787_2	H4_Bulk_Litter_24_scaffold_5787_2	K04751	1422	1760	1
H2_Rhizo_32_scaffold_13843_1	H2_Rhizo_32_scaffold_13843_1	K04751	1	372	1
H3_Bulk_40_scaffold_64_4	H3_Bulk_40_scaffold_64_4	K04751	3669	4007	-1
H3_Bulk_Litter_17_scaffold_2837_2	H3_Bulk_Litter_17_scaffold_2837_2	K04751	1563	1901	-1
H2_Rhizo_32_scaffold_8687_3	H2_Rhizo_32_scaffold_8687_3	K04751	1101	1439	1
H2_Rhizo_Litter_8_scaffold_1408_3	H2_Rhizo_Litter_8_scaffold_1408_3	K04751	2235	2573	-1
H1_Bulk_Litter_5_scaffold_25808_2	H1_Bulk_Litter_5_scaffold_25808_2	K04751	809	1141	-1
H1_Rhizo_Litter_3_29397_1	H1_Rhizo_Litter_3_29397_1	K04751	3	335	1
H4_Rhizo_Litter_21_scaffold_7682_1	H4_Rhizo_Litter_21_scaffold_7682_1	K04751	57	395	-1
H2_Rhizo_32_scaffold_25259_3	H2_Rhizo_32_scaffold_25259_3	K04751	585	923	-1
H1_Rhizo_Litter_1_scaffold_16018_2	H1_Rhizo_Litter_1_scaffold_16018_2	K04751	831	1157	1
H2_Rhizo_Litter_7_scaffold_4865_2	H2_Rhizo_Litter_7_scaffold_4865_2	K04751	1226	1558	-1
H3_Bulk_Litter_17_scaffold_8571_1	H3_Bulk_Litter_17_scaffold_8571_1	K04751	2	352	1
H3_Bulk_42_scaffold_3376_1	H3_Bulk_42_scaffold_3376_1	K04751	106	444	1
H3_Rhizo_Litter_14_scaffold_6054_1	H3_Rhizo_Litter_14_scaffold_6054_1	K04751	2	340	1
H2_Rhizo_Litter_49_scaffold_14152_2	H2_Rhizo_Litter_49_scaffold_14152_2	K04751	1486	1824	-1
H3_Bulk_41_scaffold_2837_2	H3_Bulk_41_scaffold_2837_2	K04751	281	619	1
H4_Rhizo_Litter_21_scaffold_5115_2	H4_Rhizo_Litter_21_scaffold_5115_2	K04751	1333	1671	-1
H1_Rhizo_25_scaffold_13991_2	H1_Rhizo_25_scaffold_13991_2	K04751	1080	1394	-1
H2_Rhizo_Litter_9_226_1	H2_Rhizo_Litter_9_226_1	K04751	3	335	1
H3_Bulk_Litter_17_scaffold_9288_1	H3_Bulk_Litter_17_scaffold_9288_1	K04751	18	356	-1
H1_Bulk_Litter_6_scaffold_1497_1	H1_Bulk_Litter_6_scaffold_1497_1	K04751	3	335	1
H4_Bulk_Litter_22_scaffold_1550_2	H4_Bulk_Litter_22_scaffold_1550_2	K04751	1485	1823	1
H4_Bulk_Litter_24_scaffold_2561_2	H4_Bulk_Litter_24_scaffold_2561_2	K04751	1438	1776	1
H4_Bulk_Litter_24_scaffold_39122_2	H4_Bulk_Litter_24_scaffold_39122_2	K04751	137	475	-1
H4_Bulk_Litter_24_scaffold_41484_2	H4_Bulk_Litter_24_scaffold_41484_2	K04751	291	629	-1
H1_Rhizo_27_scaffold_4908_3	H1_Rhizo_27_scaffold_4908_3	K04751	1574	1909	-1
H1_Bulk_Litter_5_scaffold_7524_2	H1_Bulk_Litter_5_scaffold_7524_2	K04751	1311	1649	1
H2_Rhizo_31_scaffold_7527_2	H2_Rhizo_31_scaffold_7527_2	K04751	1309	1647	1
H3_Bulk_Litter_17_scaffold_9255_1	H3_Bulk_Litter_17_scaffold_9255_1	K04751	108	446	-1
H3_Rhizo_Litter_14_scaffold_6375_2	H3_Rhizo_Litter_14_scaffold_6375_2	K04751	1356	1694	1
H3_Rhizo_Litter_15_scaffold_4461_1	H3_Rhizo_Litter_15_scaffold_4461_1	K04751	9	347	-1
H1_Rhizo_26_FD_scaffold_15986_2	H1_Rhizo_26_FD_scaffold_15986_2	K04751	834	1172	1
H1_Bulk_30_scaffold_13653_1	H1_Bulk_30_scaffold_13653_1	K04751	3	446	1
H1_Rhizo_25_scaffold_16630_2	H1_Rhizo_25_scaffold_16630_2	K04751	855	1193	1
H4_Rhizo_Litter_21_scaffold_13955_2	H4_Rhizo_Litter_21_scaffold_13955_2	K04751	1020	1358	1
H4_Rhizo_Litter_19_scaffold_7232_1	H4_Rhizo_Litter_19_scaffold_7232_1	K04751	1	339	-1
H1_Bulk_Litter_6_scaffold_3678_2	H1_Bulk_Litter_6_scaffold_3678_2	K04751	210	548	-1
H1_Rhizo_Litter_3_1410_2	H1_Rhizo_Litter_3_1410_2	K04751	175	513	-1
H2_Bulk_Litter_11_5191_2	H2_Bulk_Litter_11_5191_2	K04751	177	515	-1
H2_Bulk_Litter_12_scaffold_6748_2	H2_Bulk_Litter_12_scaffold_6748_2	K04751	172	510	-1
H2_Bulk_Litter_50_scaffold_6736_2	H2_Bulk_Litter_50_scaffold_6736_2	K04751	172	510	-1
H2_Rhizo_31_scaffold_23447_1	H2_Rhizo_31_scaffold_23447_1	K04751	76	414	-1
H2_Rhizo_Litter_8_scaffold_3578_1	H2_Rhizo_Litter_8_scaffold_3578_1	K04751	258	596	-1
H3_Rhizo_Litter_13_scaffold_4281_1	H3_Rhizo_Litter_13_scaffold_4281_1	K04751	14	352	-1
H3_Rhizo_Litter_14_scaffold_1118_3	H3_Rhizo_Litter_14_scaffold_1118_3	K04751	2660	2998	1
H3_Rhizo_Litter_15_scaffold_362_6	H3_Rhizo_Litter_15_scaffold_362_6	K04751	3133	3471	1
H1_Bulk_Litter_6_scaffold_5301_1	H1_Bulk_Litter_6_scaffold_5301_1	K04751	19	357	-1
H3_Bulk_Litter_17_scaffold_10003_1	H3_Bulk_Litter_17_scaffold_10003_1	K04751	15	353	-1
H2_Rhizo_32_scaffold_6266_2	H2_Rhizo_32_scaffold_6266_2	K04751	1451	1789	1
H2_Rhizo_Litter_7_scaffold_16276_1	H2_Rhizo_Litter_7_scaffold_16276_1	K04751	29	367	-1
H2_Rhizo_Litter_8_scaffold_8065_2	H2_Rhizo_Litter_8_scaffold_8065_2	K04751	489	827	-1
H3_Bulk_Litter_17_scaffold_9656_2	H3_Bulk_Litter_17_scaffold_9656_2	K04751	1412	1750	1
H4_Bulk_Litter_22_scaffold_5886_1	H4_Bulk_Litter_22_scaffold_5886_1	K04751	63	401	-1
H4_Bulk_Litter_24_scaffold_13339_2	H4_Bulk_Litter_24_scaffold_13339_2	K04751	1092	1430	1
H1_Rhizo_25_scaffold_18927_4	H1_Rhizo_25_scaffold_18927_4	K04751	786	1124	-1
H2_Rhizo_32_scaffold_19846_2	H2_Rhizo_32_scaffold_19846_2	K04751	279	617	1
H2_Rhizo_33_scaffold_7297_2	H2_Rhizo_33_scaffold_7297_2	K04751	1163	1501	1
H4_Bulk_Litter_22_scaffold_28929_2	H4_Bulk_Litter_22_scaffold_28929_2	K04751	98	436	-1
H4_Rhizo_Litter_21_scaffold_7688_1	H4_Rhizo_Litter_21_scaffold_7688_1	K04751	57	395	-1
H3_Bulk_40_scaffold_21511_2	H3_Bulk_40_scaffold_21511_2	K04751	704	1042	1
H1_Bulk_Litter_4_scaffold_3236_1	H1_Bulk_Litter_4_scaffold_3236_1	K04751	2	325	1
H1_Rhizo_Litter_1_scaffold_23376_1	H1_Rhizo_Litter_1_scaffold_23376_1	K04751	2	325	1
H1_Rhizo_Litter_3_25744_1	H1_Rhizo_Litter_3_25744_1	K04751	2	325	1
H2_Bulk_Litter_12_scaffold_7771_2	H2_Bulk_Litter_12_scaffold_7771_2	K04751	1360	1683	-1
